,sessionID,condition,drift,bound,collapseslope,nonDT
0,0.0,1.0,-3.065320510605927,1.3569048902216092,0.1,0.18765843598326135
1,0.0,2.0,-3.177158610188117,1.267584285158153,0.1,0.169792661640529
2,0.0,5.0,-4.159127044573487,2.5923603939450954,0.4796514583375495,0.0015349845845860632
3,1.0,1.0,-3.2266109701128864,0.7273778759535569,0.1,0.29376030743934234
4,1.0,2.0,-4.393981991390055,0.6581995786861359,0.1,0.29580794234118923
5,1.0,5.0,-3.4778683189894513,0.6705436685172332,0.1,0.3171102319213058
6,2.0,1.0,-3.5138382578110985,0.9069775743999986,0.1,0.250790869481068
7,2.0,2.0,-3.714370348015418,0.6810859858283882,0.1,0.2901429207839538
8,2.0,5.0,-3.750929630724997,0.6962398587303139,0.1,0.3234338150773757
9,3.0,1.0,-4.603767335470928,0.7281879852987083,0.1,0.2816034842253212
10,3.0,2.0,-5.520987501667769,0.9733493618501192,0.1,0.24079049055556642
11,3.0,5.0,-3.998863649211308,1.7498711517283856,0.28917272920490666,0.06003584463966746
12,4.0,1.0,-4.2359882074713395,1.5027314276140813,0.1694746815864666,0.12417630865054607
13,4.0,2.0,-4.3800159300004164,0.6502441940227689,0.1,0.26776468881609217
14,4.0,5.0,-3.162028202314628,0.8985827444486357,0.1,0.22768549130647983
15,5.0,1.0,-4.763483617037248,2.1360608366176357,0.35933895459562776,0.0007979788426078493
16,5.0,2.0,-10.0,3.2217197260950776,1.0,0.08772818744348387
17,5.0,5.0,-7.198825159773692,3.066651109686454,0.32096946607992627,0.0016956144876756896
18,6.0,1.0,-4.142091602530283,1.7115906783808625,0.28487097231157316,0.0003942447205471933
19,6.0,2.0,-5.299579366102178,2.0199369778944236,0.5620483756358033,0.0003829917996151233
20,6.0,4.0,-2.048367592996563,1.0722173595206985,0.1,0.00041387932176797926
21,6.0,5.0,-3.695514415993245,1.51850923028986,0.24791222342301902,0.0008052245513851808
22,6.0,8.0,-2.996958695513396,1.4809916169557404,0.1,0.05817105171920206
23,7.0,1.0,-4.738631859503541,1.8050822471618146,0.17938171268715988,0.0003785140948391885
24,7.0,2.0,-4.730503341673883,1.6255459919789903,0.3236889275579034,4.941235318328685e-05
25,7.0,4.0,-2.3992773702033685,1.321735486090087,0.1,0.0005913718668412449
26,7.0,5.0,-4.638859263470458,2.004679079657915,0.9738679276125104,2.224291278335455e-05
27,7.0,8.0,-3.627181550321805,1.7571133990008456,0.2029425206763682,0.0004473788178678828
28,8.0,1.0,-1.5744583545078985,1.6160985497000275,0.1,7.288119192788711e-05
29,8.0,2.0,-2.047768105419566,1.5515882914768129,0.1,0.0005787935517245213
30,8.0,5.0,-0.991470429935416,1.2253375076294732,0.1,0.0007901576201561067
31,8.0,8.0,-0.9307129306492408,1.5794107474797994,0.1,0.0005648264208764353
32,9.0,1.0,-2.2132338603611803,1.4172940425394176,0.1,0.0001449156920576844
33,9.0,2.0,-3.0856531805797647,0.8071645552142658,0.1,0.21433034640118157
34,9.0,5.0,-1.6580992803968548,1.5284087712943943,0.1,0.00478423612539966
35,9.0,8.0,-1.4910847520502275,1.295853898819336,0.1,0.0002862343605147255
36,10.0,1.0,-3.2234941544420086,1.0653437935484316,0.1,0.118803432592813
37,10.0,2.0,-6.200650267981192,1.322322179527247,0.2678636493510865,0.1583566791965456
38,10.0,5.0,-2.393311338088295,0.9454399047738233,0.1,0.15182438904683626
39,10.0,8.0,-1.432927963074018,1.261701423717338,0.1,0.0006971155961907616
40,11.0,1.0,-4.094662092426706,0.9446330501264644,0.1,0.17028310663563723
41,11.0,2.0,-2.836180946725942,0.6398611823957491,0.1,0.23110130435410337
42,11.0,5.0,-3.009056218708424,0.7405338147886534,0.1,0.22637184214139894
43,11.0,8.0,-2.0062199006698562,1.2145455740262803,0.1,0.0027219181738242226
44,12.0,1.0,-3.097348550987876,0.74981262306902,0.1,0.2018086775290684
45,12.0,2.0,-3.494244600491555,0.8517974827410573,0.1,0.1611467702952897
46,12.0,5.0,-3.5660746203461526,0.9537433940223223,0.1,0.1670072402499904
47,12.0,8.0,-3.5880533529256917,1.530591984002598,0.1,0.00041016863514500845
48,13.0,1.0,-3.3027615275478053,0.7471679095194422,0.1,0.1765512266613968
49,13.0,2.0,-6.312197812579663,2.1404242892462495,0.12997266533424282,0.009942120000908272
50,13.0,4.0,-1.9149645052197621,1.0228530053026756,0.1,0.10479908926949016
51,13.0,5.0,-9.691752768560159,2.6722017239208133,0.7537525933334825,0.09388227578158784
52,13.0,8.0,-7.079157446420883,2.6234680340706613,0.3391337481021281,0.0001544758159369719
53,14.0,1.0,-4.7924171789635315,1.5362549603398188,0.1,0.05500325383596058
54,14.0,2.0,-3.725794347991696,0.6732907598879724,0.1,0.20470648189505997
55,14.0,4.0,-3.0112413846014023,1.1374805358554474,0.1,0.05858513998306622
56,14.0,5.0,-3.5140050804706844,0.7549089282027376,0.1,0.2038125951019199
57,14.0,8.0,-4.5193350374264165,1.9792942438250845,0.4484207635479244,0.0007878958451216778
58,15.0,1.0,-4.919870764299296,0.853817629261565,0.1,0.17979394635359403
59,15.0,2.0,-5.661917752759649,1.3314462304126844,0.1,0.10145526177520431
60,15.0,4.0,-2.5734686591297993,0.7651849896247407,0.1,0.18868272138725853
61,15.0,5.0,-4.199920858109954,0.5715979205766977,0.1,0.24008529989176708
62,15.0,8.0,-4.352845707198064,1.8206232254770185,0.1,5.483148771306956e-05
