condition,rt_reject,choice,session
7,NaN,1,6
9,NaN,1,6
6,0.385783333333052,0,6
9,NaN,1,6
2,0.401783333333469,0,6
4,NaN,1,6
2,0.418816666666999,0,6
7,NaN,1,6
6,0.422799999999995,0,6
5,NaN,1,6
7,NaN,1,6
8,NaN,1,6
6,0.69676666666652,0,6
7,2.92043333333305,0,6
8,NaN,1,6
3,0.407800000000066,0,6
4,NaN,1,6
7,NaN,1,6
3,0.383816666666974,0,6
2,0.641766666666967,0,6
8,NaN,1,6
6,0.385816666666528,0,6
4,NaN,1,6
5,NaN,1,6
9,2.55746666666698,0,6
9,NaN,1,6
4,NaN,1,6
6,0.355800000000045,0,6
3,0.375816666666424,0,6
7,NaN,1,6
8,NaN,1,6
3,0.377799999999979,0,6
1,NaN,1,6
2,0.398800000000165,0,6
1,3.23239999999998,0,6
8,NaN,1,6
1,NaN,1,6
6,0.447783333333064,0,6
9,NaN,1,6
9,NaN,1,6
7,NaN,1,6
3,0.38779999999997,0,6
1,NaN,1,6
1,NaN,1,6
6,0.426799999999957,0,6
5,NaN,1,6
9,NaN,1,6
3,0.396799999999985,0,6
5,NaN,1,6
1,NaN,1,6
2,0.376816666666514,0,6
6,0.488783333333004,0,6
3,0.385816666666983,0,6
4,NaN,1,6
3,0.401783333333128,0,6
4,NaN,1,6
6,0.392799999999966,0,6
9,NaN,1,6
3,0.341800000000035,0,6
4,NaN,1,6
3,0.334816666666484,0,6
5,NaN,1,6
8,NaN,1,6
2,0.347816666666631,0,6
2,0.369799999999941,0,6
8,3.2703833333336,0,6
3,0.423800000000028,0,6
5,NaN,1,6
2,0.367766666666398,0,6
3,0.379800000000046,0,6
5,NaN,1,6
1,NaN,1,6
3,0.38880000000006,0,6
5,NaN,1,6
9,NaN,1,6
6,0.366816666667091,0,6
3,0.420783333333475,0,6
9,NaN,1,6
4,NaN,1,6
9,NaN,1,6
6,0.737749999999892,0,6
4,NaN,1,6
4,NaN,1,6
2,0.349799999999959,0,6
6,0.599783333333448,0,6
1,NaN,1,6
6,0.377766666665025,0,6
7,NaN,1,6
7,NaN,1,6
9,NaN,1,6
6,0.407783333334919,0,6
6,0.367816666664794,0,6
9,NaN,1,6
2,0.398783333334904,0,6
9,NaN,1,6
5,NaN,1,6
7,NaN,1,6
1,NaN,1,6
1,NaN,1,6
8,NaN,1,6
7,NaN,1,6
7,NaN,1,6
4,NaN,1,6
5,NaN,1,6
9,NaN,1,6
1,NaN,1,6
8,NaN,1,6
8,NaN,1,6
5,NaN,1,6
1,NaN,1,6
4,NaN,1,6
3,0.445799999999963,0,6
1,NaN,1,6
4,NaN,1,6
8,NaN,1,6
7,NaN,1,6
2,0.462783333330208,0,6
2,0.342799999999897,0,6
3,0.330833333335249,0,6
7,NaN,1,6
8,NaN,1,6
2,0.372800000000097,0,6
6,0.419800000000123,0,6
2,0.352816666665149,0,6
5,NaN,1,6
8,NaN,1,6
4,NaN,1,6
9,NaN,1,6
7,NaN,1,6
6,0.699749999999767,0,6
7,NaN,1,6
5,NaN,1,6
8,NaN,1,6
1,NaN,1,6
1,NaN,1,6
1,NaN,1,6
2,0.459800000000087,0,6
4,NaN,1,6
5,NaN,1,6
1,NaN,1,6
3,0.450783333334584,0,6
8,NaN,1,6
8,NaN,1,6
1,NaN,1,6
3,0.356800000000021,0,6
7,NaN,1,6
4,NaN,1,6
4,NaN,1,6
7,NaN,1,6
2,0.415800000000218,0,6
8,NaN,1,6
9,NaN,1,6
2,0.379799999999705,0,6
8,NaN,1,6
6,0.381833333330178,0,6
3,0.405799999999999,0,6
5,NaN,1,6
9,NaN,1,6
6,0.415800000000218,0,6
2,0.424799999999777,0,6
7,NaN,1,6
8,NaN,1,6
5,NaN,1,6
4,NaN,1,6
2,1.74560000000019,0,6
9,NaN,1,6
3,0.405766666664931,0,6
1,NaN,1,6
9,NaN,1,6
6,0.373800000000074,0,6
3,0.388800000000174,0,6
9,NaN,1,6
4,NaN,1,6
2,0.384800000000268,0,6
6,0.475766666665095,0,6
4,NaN,1,6
5,NaN,1,6
9,NaN,1,6
1,NaN,1,6
3,0.406799999999748,0,6
9,NaN,1,6
7,NaN,1,6
1,NaN,1,6
6,0.429800000000341,0,6
7,NaN,1,6
5,NaN,1,6
8,NaN,1,6
4,NaN,1,6
8,NaN,1,6
6,0.405799999999999,0,6
2,0.358799999999974,0,6
6,0.72673333333023,0,6
7,NaN,1,6
5,NaN,1,6
9,NaN,1,6
2,0.438783333334868,0,6
2,0.485799999999927,0,6
7,NaN,1,6
4,NaN,1,6
5,NaN,1,6
6,NaN,1,6
1,NaN,1,6
7,2.27353333333485,0,6
8,NaN,1,6
9,NaN,1,6
8,NaN,1,6
1,NaN,1,6
5,NaN,1,6
3,0.376800000000003,0,6
6,0.36681666666982,0,6
5,NaN,1,6
1,NaN,1,6
4,NaN,1,6
7,NaN,1,6
3,NaN,1,6
3,0.414799999999559,0,6
8,NaN,1,6
9,NaN,1,6
3,0.341833333335217,0,6
8,NaN,1,6
8,NaN,1,6
8,NaN,1,6
5,NaN,1,6
2,0.392816666664658,0,6
5,NaN,1,6
4,NaN,1,6
2,0.481783333334988,0,6
8,NaN,1,6
1,NaN,1,6
9,NaN,1,6
5,NaN,1,6
4,NaN,1,6
6,0.528800000000047,0,6
6,0.390799999999672,0,6
3,0.406799999999748,0,6
6,0.418800000000374,0,6
5,2.75844999999526,0,6
7,NaN,1,6
1,NaN,1,6
5,NaN,1,6
2,0.0818500000050335,0,6
7,NaN,1,6
1,NaN,1,6
5,NaN,1,6
7,NaN,1,6
4,NaN,1,6
3,0.320816666669998,0,6
9,NaN,1,6
9,NaN,1,6
3,0.344816666669431,0,6
6,0.351816666664945,0,6
3,0.38581666666505,0,6
4,NaN,1,6
2,0.416783333334934,0,6
1,NaN,1,6
5,NaN,1,6
4,NaN,1,6
8,NaN,1,6
6,0.274816666665174,0,6
4,NaN,1,6
2,0.383783333335032,0,6
7,NaN,1,6
7,NaN,1,6
1,NaN,1,6
6,0.407783333334919,0,6
8,NaN,1,6
6,0.348799999999756,0,6
3,0.350816666665196,0,6
9,2.37153333332981,0,6
9,NaN,1,6
2,0.31880000000001,0,6
1,NaN,1,6
2,0.461783333330459,0,6
4,NaN,1,6
3,0.375816666670289,0,6
8,NaN,1,6
3,0.384816666665301,0,6
9,NaN,1,6
7,NaN,1,6
2,0.354816666665101,0,6
2,0.455783333335148,0,6
6,0.440799999999854,0,6
3,0.370783333335112,0,6
1,NaN,1,6
6,0.394799999999577,0,6
7,NaN,1,6
8,NaN,1,6
9,NaN,1,6
4,NaN,1,6
9,NaN,1,6
1,NaN,1,6
5,NaN,1,6
7,NaN,1,6
5,NaN,1,6
4,NaN,1,6
7,NaN,1,6
1,NaN,1,6
2,0.553766666659612,0,6
8,NaN,1,6
5,NaN,1,6
9,NaN,1,6
8,NaN,1,6
9,NaN,1,6
9,0.969733333340173,0,6
2,0.401783333334606,0,6
1,NaN,1,6
4,NaN,1,6
6,0.375799999999799,0,6
7,NaN,1,6
4,NaN,1,6
9,0.287833333340132,0,6
5,NaN,1,6
9,NaN,1,6
4,NaN,1,6
7,NaN,1,6
7,NaN,1,6
5,1.23566666667011,0,6
6,0.483799999999974,0,6
4,NaN,1,6
3,0.400816666664923,0,6
5,NaN,1,6
5,NaN,1,6
2,0.424799999999777,0,6
8,NaN,1,6
3,0.399800000000141,0,6
5,NaN,1,6
2,0.422816666665312,0,6
4,NaN,1,6
6,0.437800000000152,0,6
3,0.446800000000167,0,6
2,0.44380000000001,0,6
6,0.381833333329723,0,6
3,0.385800000000017,0,6
1,NaN,1,6
3,0.407800000000407,0,6
3,0.466783333335115,0,6
6,0.38978333333489,0,6
9,NaN,1,6
7,NaN,1,6
6,0.465783333334912,0,6
2,0.433800000000247,0,6
1,NaN,1,6
2,0.260833333340088,0,6
8,NaN,1,6
4,NaN,1,6
8,NaN,1,6
5,NaN,1,6
3,0.394799999999577,0,6
4,NaN,1,6
6,0.31983333333028,0,6
1,NaN,1,6
1,NaN,1,6
5,NaN,1,6
7,NaN,1,6
7,1.43266666666932,0,6
2,0.279833333329861,0,6
3,0.310833333330265,0,6
8,NaN,1,6
8,NaN,1,6
3,0.346833333329869,0,6
6,0.368800000000192,0,6
2,0.371799999999894,0,6
9,NaN,1,6
4,NaN,1,6
7,NaN,1,6
9,NaN,1,6
8,NaN,1,6
7,NaN,1,6
7,NaN,1,6
1,NaN,1,6
8,NaN,1,6
1,NaN,1,6
4,NaN,1,6
1,2.88043333333007,0,6
9,NaN,1,6
6,NaN,1,6
5,NaN,1,6
1,NaN,1,6
2,0.450800000000072,0,6
1,NaN,1,6
3,0.375799999999799,0,6
3,0.414816666665502,0,6
3,0.419816666664701,0,6
3,0.446766666669646,0,6
1,NaN,1,6
5,NaN,1,6
7,NaN,1,6
4,NaN,1,6
3,0.341799999999694,0,6
3,0.384783333330233,0,6
6,0.481800000000476,0,6
8,NaN,1,6
4,NaN,1,6
3,0.388799999999719,0,6
2,0.412800000000061,0,6
9,NaN,1,6
1,NaN,1,6
5,NaN,1,6
8,NaN,1,6
5,NaN,1,6
2,0.328816666665261,0,6
5,NaN,1,6
2,0.382800000000316,0,6
5,3.45235000000503,0,6
5,NaN,1,6
9,NaN,1,6
8,NaN,1,6
3,0.235833333329992,0,6
4,NaN,1,6
7,NaN,1,6
7,NaN,1,6
4,NaN,1,6
9,NaN,1,6
9,0.559799999999996,0,6
5,NaN,1,6
6,0.305816666665123,0,6
1,NaN,1,6
9,NaN,1,6
6,0.306833333329905,0,6
6,0.414799999999559,0,6
7,NaN,1,6
5,NaN,1,6
6,0.433799999999792,0,6
8,NaN,1,6
7,NaN,1,6
8,NaN,1,6
4,NaN,1,6
1,NaN,1,6
4,NaN,1,6
5,NaN,1,6
8,NaN,1,6
1,NaN,1,6
7,NaN,1,6
2,0.464783333334708,0,6
7,NaN,1,6
8,NaN,1,6
4,3.18041666666977,0,6
8,NaN,1,6
9,NaN,1,6
6,0.605766666670206,0,6
9,0.405783333334512,0,6
9,NaN,1,6
7,NaN,1,6
6,0.380799999999908,0,6
4,NaN,1,6
9,NaN,1,6
8,NaN,1,6
2,0.401799999999639,0,6
1,NaN,1,6
2,0.402799999999843,0,6
2,0.421816666665109,0,6
1,NaN,1,6
4,NaN,1,6
3,0.277850000004946,0,6
6,0.354800000000068,0,6
1,NaN,1,6
6,0.368816666665225,0,6
2,0.615766666664967,0,6
7,NaN,1,6
9,NaN,1,6
7,NaN,1,6
3,0.425799999999981,0,6
9,NaN,1,6
3,0.389799999999923,0,6
3,0.351799999999457,0,6
6,0.406799999999748,0,6
8,NaN,1,6
7,NaN,1,6
9,NaN,1,6
8,NaN,1,6
2,0.350816666665196,0,6
9,NaN,1,6
4,NaN,1,6
4,NaN,1,6
5,NaN,1,6
1,NaN,1,6
3,0.326783333334788,0,6
5,NaN,1,6
6,0.373799999999392,0,6
5,NaN,1,6
5,NaN,1,6
6,0.343783333334613,0,6
7,NaN,1,6
7,NaN,1,6
7,NaN,1,6
9,NaN,1,6
6,0.338800000000447,0,6
4,NaN,1,6
5,NaN,1,6
6,0.379799999999705,0,6
1,NaN,1,6
2,0.434783333334053,0,6
7,NaN,1,6
2,0.496799999999894,0,6
4,NaN,1,6
6,0.406799999999748,0,6
2,0.361799999999675,0,6
1,NaN,1,6
7,NaN,1,6
5,NaN,1,6
2,0.303800000000592,0,6
3,0.320833333335031,0,6
4,NaN,1,6
8,NaN,1,6
7,NaN,1,6
2,0.443799999999101,0,6
9,NaN,1,6
1,NaN,1,6
1,NaN,1,6
4,NaN,1,6
2,0.405799999999545,0,6
4,NaN,1,6
6,0.398783333329447,0,6
1,NaN,1,6
2,0.407799999999952,0,6
1,NaN,1,6
5,NaN,1,6
3,0.393799999999828,0,6
8,NaN,1,6
6,0.441800000000512,0,6
2,0.312799999999697,0,6
9,3.02843333333476,0,6
5,NaN,1,6
4,2.83943333333082,0,6
1,NaN,1,6
9,NaN,1,6
8,NaN,1,6
4,NaN,1,6
9,NaN,1,6
8,NaN,1,6
1,NaN,1,6
8,NaN,1,6
5,0.46276666666472,0,6
6,0.50879999999961,0,6
7,NaN,1,6
8,NaN,1,6
8,NaN,1,6
3,0.275799999999435,0,6
3,0.333833333334042,0,6
3,0.374799999999595,0,6
4,NaN,1,6
3,0.439799999999195,0,6
9,NaN,1,6
8,NaN,1,6
8,NaN,1,6
8,NaN,1,6
3,0.388833333334333,0,6
8,NaN,1,6
7,NaN,1,6
7,NaN,1,6
3,0.300799999999072,0,6
7,NaN,1,6
5,NaN,1,6
2,0.378799999999501,0,6
7,NaN,1,6
5,NaN,1,6
3,0.355799999999363,0,6
9,NaN,1,6
1,NaN,1,6
3,0.388816666665662,0,6
4,NaN,1,6
9,NaN,1,6
8,NaN,1,6
1,NaN,1,6
2,0.430766666670024,0,6
5,NaN,1,6
9,0.252816666670697,0,6
4,NaN,1,6
8,NaN,1,6
4,NaN,1,6
7,NaN,1,6
3,0.407799999999952,0,6
8,NaN,1,6
5,0.395800000000236,0,6
6,0.339816666664774,0,6
6,0.333816666665371,0,6
2,0.37880000000041,0,6
1,NaN,1,6
1,NaN,1,6
3,0.392816666664658,0,6
7,NaN,1,6
6,0.306816666669874,0,6
9,NaN,1,6
7,NaN,1,6
4,NaN,1,6
5,0.702749999999469,0,6
6,0.378816666664534,0,6
1,NaN,1,6
6,0.423766666670417,0,6
5,0.419783333334635,0,6
4,NaN,1,6
3,0.418800000000374,0,6
5,NaN,1,6
3,0.378833333329567,0,6
1,NaN,1,6
2,0.350816666665196,0,6
4,NaN,1,6
2,0.421783333335043,0,6
2,0.387799999999515,0,6
5,NaN,1,6
9,NaN,1,6
7,NaN,1,6
1,NaN,1,6
6,0.41778333332968,0,6
9,0.526783333334606,0,6
6,0.398799999999028,0,6
4,NaN,1,6
8,NaN,1,6
2,0.428799999999683,0,6
1,NaN,1,6
9,NaN,1,6
2,0.253816666669991,0,6
6,0.342800000000352,0,6
5,0.394783333334999,0,6
4,NaN,1,6
1,NaN,1,6
2,0.387783333329935,0,6
8,NaN,1,6
7,NaN,1,6
6,0.348799999999756,0,6
9,0.626766666669937,0,6
3,0.378783333334468,0,6
1,NaN,1,6
9,NaN,1,6
1,NaN,1,6
8,NaN,1,6
2,0.37880000000041,0,6
4,NaN,1,6
5,0.478800000000774,0,6
6,0.351816666669947,0,6
9,0.716766666664626,0,6
1,NaN,1,6
8,NaN,1,6
9,0.496783333329404,0,6
4,NaN,1,6
1,NaN,1,6
5,0.537766666669995,0,6
4,NaN,1,6
9,0.628766666665797,0,6
8,NaN,1,6
5,0.326816666664854,0,6
2,0.367799999999988,0,6
6,0.359800000000178,0,6
1,NaN,1,6
8,NaN,1,6
6,0.165816666671162,0,6
5,0.422783333335246,0,6
5,0.422816666665312,0,6
7,NaN,1,6
3,0.40480000000025,0,6
6,0.35779999999977,0,6
7,NaN,1,6
8,NaN,1,6
5,NaN,1,6
2,0.350816666670653,0,6
3,0.400799999999435,0,6
9,NaN,1,6
7,NaN,1,6
3,0.435783333334257,0,6
7,NaN,1,6
2,0.402799999999843,0,6
8,NaN,1,6
6,0.37878333332992,0,6
1,NaN,1,6
7,NaN,1,6
8,NaN,1,6
9,0.392799999999625,0,6
6,0.391816666665363,0,6
9,0.379800000000614,0,6
3,0.396800000000439,0,6
1,NaN,1,6
7,NaN,1,6
5,1.04471666667087,0,6
2,0.299799999999777,0,6
4,NaN,1,6
4,NaN,1,6
4,NaN,1,6
3,0.380799999999908,0,6
7,NaN,1,6
5,0.477799999999661,0,6
5,0.421800000000076,0,6
3,0.359816666665211,0,6
7,NaN,1,6
1,NaN,1,6
8,NaN,1,6
6,0.377800000000207,0,6
2,0.355816666665305,0,6
3,0.365833333330556,0,6
9,0.319800000000214,0,6
4,NaN,1,6
4,NaN,1,6
2,0.205866666665315,0,6
4,NaN,1,6
2,0.418799999999464,0,6
1,NaN,1,6
8,NaN,1,6
7,NaN,1,6
2,0.42279999999937,0,6
6,0.346800000000258,0,6
9,0.349799999999959,0,6
3,0.401799999999639,0,6
6,0.396766666664917,0,6
9,NaN,1,6
7,NaN,1,6
9,NaN,1,6
6,0.358799999999974,0,6
9,0.412833333334675,0,6
8,NaN,1,6
4,NaN,1,6
9,NaN,1,6
8,NaN,1,6
6,0.307833333334202,0,6
3,0.308800000000701,0,6
2,0.368800000000192,0,6
5,0.393799999999828,0,6
7,NaN,1,6
5,0.389783333330342,0,6
5,0.41780000000108,0,6
1,NaN,1,6
2,0.434799999999996,0,6
6,0.753766666664887,0,6
1,NaN,1,6
1,NaN,1,6
8,NaN,1,6
9,0.748733333335622,0,6
3,0.332816666669714,0,6
4,NaN,1,6
7,NaN,1,6
4,NaN,1,6
5,0.326783333334788,0,6
2,0.341833333330214,0,6
9,0.361800000000585,0,6
2,0.44380000000092,0,6
8,NaN,1,6
9,NaN,1,6
8,NaN,1,6
6,0.388799999999719,0,6
9,NaN,1,6
3,0.433800000000701,0,6
3,0.379816666665647,0,6
2,0.455800000000636,0,6
1,2.66045000000031,0,6
1,NaN,1,6
3,0.377800000000207,0,6
6,0.457783333335101,0,6
3,0.371800000000803,0,6
4,NaN,1,6
6,0.412800000000061,0,6
5,NaN,1,6
8,NaN,1,6
1,NaN,1,6
4,NaN,1,6
1,NaN,1,6
3,0.426783333334242,0,6
4,NaN,1,6
3,0.502800000000207,0,6
7,NaN,1,6
6,0.48078333333433,0,6
8,NaN,1,6
7,NaN,1,6
1,NaN,1,6
3,0.38978333333398,0,6
4,NaN,1,6
5,1.12770000000091,0,6
2,0.403800000000047,0,6
8,NaN,1,6
7,NaN,1,6
2,0.437800000000607,0,6
7,NaN,1,6
5,0.427783333328989,0,6
4,NaN,1,6
2,0.408800000000156,0,6
7,NaN,1,6
5,0.365816666664614,0,6
4,NaN,1,6
8,NaN,1,6
6,0.360816666664505,0,6
5,0.643766666665215,0,6
1,NaN,1,6
9,NaN,1,6
2,0.395800000000236,0,6
7,NaN,1,6
6,0.445783333329018,0,6
6,0.399800000000141,0,6
4,NaN,1,6
7,NaN,1,6
5,0.6867499999953,0,6
4,NaN,1,6
1,NaN,1,6
8,NaN,1,6
8,NaN,1,6
5,0.485766666664858,0,6
9,0.493783333329702,0,6
5,0.438799999999901,0,6
7,NaN,1,6
3,0.338800000000447,0,6
8,NaN,1,6
3,0.401800000000549,0,6
8,NaN,1,6
5,0.510766666669952,0,6
9,NaN,1,6
7,NaN,1,6
1,NaN,1,6
2,0.458766666659358,0,6
5,0.569766666664691,0,6
1,NaN,1,6
4,NaN,1,6
2,0.435800000000199,0,6
3,0.429799999999886,0,6
7,NaN,1,6
2,0.413799999999355,0,6
8,NaN,1,6
1,NaN,1,6
2,0.721766666660187,0,6
2,0.467800000000352,0,6
5,NaN,1,6
8,NaN,1,6
3,0.375783333334766,0,6
3,0.3567666666695,0,6
1,NaN,1,6
6,0.408766666660085,0,6
4,NaN,1,6
2,0.519766666669966,0,6
9,NaN,1,6
6,0.404799999999341,0,6
9,0.486683333328983,0,6
9,0.499766666670439,0,6
7,NaN,1,6
9,NaN,1,6
1,NaN,1,6
9,NaN,1,6
3,0.320833333339579,0,6
6,0.438800000000811,0,6
5,0.499783333334562,0,6
4,NaN,1,6
8,NaN,1,6
7,NaN,1,6
8,NaN,1,6
1,NaN,1,6
9,0.603766666670708,0,6
5,0.453800000000228,0,6
1,NaN,1,6
4,NaN,1,6
1,0.220800000000054,0,6
4,NaN,1,6
7,NaN,1,6
4,NaN,1,6
6,0.414800000000469,0,6
3,0.30683333333036,0,6
4,NaN,1,6
2,0.410766666669588,0,6
6,0.334800000000541,0,6
6,0.387800000000425,0,6
7,NaN,1,6
2,0.430766666670024,0,6
7,NaN,1,6
2,0.315800000000309,0,6
3,0.296800000000076,0,6
6,0.323800000000119,0,6
3,0.326799999999821,0,6
6,0.352799999998751,0,6
5,0.751750000004904,0,6
8,NaN,1,6
9,NaN,1,6
6,0.0478333333303453,0,6
8,NaN,1,6
4,NaN,1,6
8,NaN,1,6
4,NaN,1,6
5,0.438799999999901,0,6
2,0.365766666669515,0,6
4,NaN,1,6
8,NaN,1,6
9,0.769733333328986,0,6
6,0.387800000000425,0,6
1,NaN,1,6
4,NaN,1,6
1,NaN,1,6
9,NaN,1,6
6,0.366816666670275,0,6
6,0.352783333335537,0,6
3,0.371799999999894,0,6
2,0.308800000000701,0,6
7,NaN,1,6
7,NaN,1,6
2,0.531800000000658,0,6
8,NaN,1,6
1,NaN,1,6
8,NaN,1,6
5,0.504766666670548,0,6
3,0.340833333330011,0,6
3,0.371800000000803,0,6
4,NaN,1,6
7,NaN,1,6
3,0.343800000000556,0,6
6,0.393799999999828,0,6
3,0.388783333335596,0,6
8,NaN,1,6
1,NaN,1,6
9,0.81575000000521,0,6
2,0.431783333329804,0,6
5,NaN,1,6
9,0.7787500000004,0,6
8,NaN,1,6
5,0.377800000000207,0,6
4,NaN,1,6
9,NaN,1,6
9,0.472783333335428,0,6
2,0.396800000000439,0,6
4,NaN,1,6
7,NaN,1,6
5,NaN,1,6
7,NaN,1,6
7,NaN,1,6
2,0.266816666665363,0,6
9,NaN,1,6
1,NaN,1,6
7,NaN,1,6
9,NaN,1,6
7,NaN,1,6
1,NaN,1,6
5,0.444783333335181,0,6
5,0.41780000000017,0,6
3,0.410799999999654,0,6
6,0.390800000001036,0,6
8,NaN,1,6
9,0.616766666670628,0,6
6,0.364783333329797,0,6
7,NaN,1,6
5,0.677766666669413,0,6
8,NaN,1,6
4,NaN,1,6
8,NaN,1,7
2,0.480783333333299,0,7
4,NaN,1,7
9,NaN,1,7
7,NaN,1,7
2,0.488783333333302,0,7
8,NaN,1,7
5,NaN,1,7
6,0.462783333333505,0,7
7,NaN,1,7
4,NaN,1,7
6,0.416816666666506,0,7
6,0.482816666666508,0,7
2,0.453800000000001,0,7
3,0.343816666666498,0,7
1,NaN,1,7
8,NaN,1,7
5,NaN,1,7
2,0.400800000000004,0,7
9,2.72646666666651,0,7
7,NaN,1,7
4,NaN,1,7
7,NaN,1,7
4,NaN,1,7
7,NaN,1,7
2,0.446783333333485,0,7
3,0.308833333333496,0,7
7,NaN,1,7
8,NaN,1,7
9,NaN,1,7
6,0.367799999999988,0,7
9,NaN,1,7
2,0.488783333333515,0,7
3,0.429766666667035,0,7
6,0.368833333333498,0,7
3,0.442783333333523,0,7
5,NaN,1,7
8,NaN,1,7
1,NaN,1,7
1,NaN,1,7
3,0.386799999999994,0,7
3,0.388800000000003,0,7
9,NaN,1,7
5,NaN,1,7
2,0.505766666665977,0,7
4,NaN,1,7
6,0.446766666666974,0,7
1,NaN,1,7
8,NaN,1,7
5,NaN,1,7
7,NaN,1,7
4,NaN,1,7
7,NaN,1,7
2,0.268799999999942,0,7
3,0.405733333332989,0,7
7,NaN,1,7
5,NaN,1,7
1,NaN,1,7
1,NaN,1,7
3,0.435783333333006,0,7
6,0.383783333333497,0,7
3,0.42578333333347,0,7
9,NaN,1,7
5,NaN,1,7
9,NaN,1,7
2,0.356800000000021,0,7
1,NaN,1,7
9,NaN,1,7
8,NaN,1,7
8,NaN,1,7
5,NaN,1,7
4,NaN,1,7
4,NaN,1,7
5,NaN,1,7
9,NaN,1,7
1,NaN,1,7
6,0.465783333333093,0,7
6,0.380800000000022,0,7
4,NaN,1,7
8,NaN,1,7
1,NaN,1,7
6,0.468783333333135,0,7
9,NaN,1,7
1,NaN,1,7
2,0.460783333333438,0,7
6,0.446800000000053,0,7
8,3.06243333333282,0,7
1,NaN,1,7
1,NaN,1,7
6,0.448800000000119,0,7
8,NaN,1,7
5,NaN,1,7
1,NaN,1,7
7,NaN,1,7
5,0.674750000000017,0,7
8,NaN,1,7
3,0.366800000000012,0,7
2,0.372800000000097,0,7
1,NaN,1,7
9,NaN,1,7
3,0.287816666666458,0,7
2,0.396799999999985,0,7
3,0.364816666666911,0,7
7,NaN,1,7
8,NaN,1,7
9,NaN,1,7
5,NaN,1,7
6,0.283833333333405,0,7
2,0.407799999999952,0,7
2,0.39878333333354,0,7
9,NaN,1,7
8,NaN,1,7
5,NaN,1,7
1,NaN,1,7
2,0.460783333333438,0,7
4,NaN,1,7
6,0.528783333333536,0,7
3,0.388783333332867,0,7
9,NaN,1,7
9,NaN,1,7
7,NaN,1,7
4,NaN,1,7
3,0.480783333335012,0,7
8,NaN,1,7
6,0.383816666665098,0,7
8,NaN,1,7
9,NaN,1,7
9,0.626766666670164,0,7
5,NaN,1,7
3,0.370833333334986,0,7
4,NaN,1,7
8,NaN,1,7
7,NaN,1,7
7,NaN,1,7
7,NaN,1,7
2,0.500783333335221,0,7
4,NaN,1,7
7,NaN,1,7
2,0.437766666665084,0,7
5,0.442799999999806,0,7
6,0.416783333334934,0,7
5,NaN,1,7
6,0.368799999999965,0,7
7,NaN,1,7
8,NaN,1,7
4,NaN,1,7
2,0.243849999994836,0,7
3,0.377783333334946,0,7
4,NaN,1,7
4,NaN,1,7
3,0.486783333335097,0,7
1,NaN,1,7
5,NaN,1,7
5,NaN,1,7
1,NaN,1,7
4,NaN,1,7
4,NaN,1,7
6,0.411800000000085,0,7
1,NaN,1,7
3,0.429783333330079,0,7
9,0.264799999999923,0,7
7,NaN,1,7
6,0.404816666665056,0,7
3,0.265800000000127,0,7
5,0.379799999999932,0,7
8,NaN,1,7
6,0.34880000000021,0,7
1,NaN,1,7
8,NaN,1,7
2,0.379799999999932,0,7
4,NaN,1,7
6,0.393816666670091,0,7
4,NaN,1,7
7,NaN,1,7
2,0.483766666665133,0,7
3,0.384800000000041,0,7
1,NaN,1,7
3,0.298816666665061,0,7
5,NaN,1,7
3,0.19181666666509,0,7
9,NaN,1,7
7,NaN,1,7
3,0.39178333333507,0,7
7,NaN,1,7
8,NaN,1,7
8,NaN,1,7
9,NaN,1,7
4,NaN,1,7
9,NaN,1,7
8,NaN,1,7
1,NaN,1,7
8,NaN,1,7
9,NaN,1,7
6,0.244799999999941,0,7
9,0.45679999999993,0,7
6,0.494800000000168,0,7
7,NaN,1,7
1,NaN,1,7
5,NaN,1,7
4,NaN,1,7
7,NaN,1,7
4,NaN,1,7
6,0.214816666665001,0,7
3,0.366800000000012,0,7
5,NaN,1,7
1,NaN,1,7
2,0.465783333335139,0,7
2,0.317816666665067,0,7
1,NaN,1,7
1,NaN,1,7
5,NaN,1,7
5,NaN,1,7
9,NaN,1,7
6,0.278833333334887,0,7
2,0.332799999999907,0,7
2,0.368799999999965,0,7
7,NaN,1,7
4,NaN,1,7
3,0.325800000000072,0,7
6,0.402816666670105,0,7
8,NaN,1,7
2,0.316833333329896,0,7
4,NaN,1,7
5,NaN,1,7
9,0.388800000000174,0,7
2,0.410799999999881,0,7
8,NaN,1,7
7,NaN,1,7
5,NaN,1,7
5,NaN,1,7
7,NaN,1,7
2,0.338816666665025,0,7
7,NaN,1,7
1,NaN,1,7
9,NaN,1,7
9,0.474783333334926,0,7
8,NaN,1,7
6,0.374799999999823,0,7
4,NaN,1,7
1,NaN,1,7
3,0.328799999999774,0,7
3,0.353816666665125,0,7
4,NaN,1,7
1,NaN,1,7
7,NaN,1,7
5,0.484783333335145,0,7
2,0.33578333333503,0,7
6,0.387816666665003,0,7
6,0.385800000000017,0,7
8,NaN,1,7
2,0.295799999999872,0,7
1,NaN,1,7
1,NaN,1,7
7,NaN,1,7
9,NaN,1,7
4,NaN,1,7
8,NaN,1,7
5,NaN,1,7
2,0.295799999999872,0,7
2,0.38380000000052,0,7
5,0.417783333335137,0,7
8,NaN,1,7
9,NaN,1,7
5,0.483783333334941,0,7
3,0.34981666666954,0,7
9,0.809733333335316,0,7
7,NaN,1,7
2,0.244800000000396,0,7
3,0.199816666670358,0,7
9,0.311799999999494,0,7
