,sessionID,condition,drift,bound,nonDT
0,0.0,1.0,-3.143283226926648,1.3380281023753493,0.19019761966590715
1,0.0,2.0,-3.270054034386125,1.2648365109685937,0.16971946130171783
2,0.0,5.0,-4.633297444373045,2.584672899460915,0.0029318416065065855
3,1.0,1.0,-3.1875921747954017,0.6682909196922224,0.30213482026155397
4,1.0,2.0,-4.427432097463858,0.6396099283038464,0.2974453627400082
5,1.0,5.0,-3.5102868045601534,0.6545702848452237,0.3197712864670703
6,2.0,1.0,-3.503592758391356,0.8581247616810203,0.25622669232747064
7,2.0,2.0,-3.6310337187223785,0.6192881392632376,0.2982907151828591
8,2.0,5.0,-3.522953390615422,0.5876210387243053,0.3379907444714213
9,3.0,1.0,-4.5127890444266106,0.6670332387569099,0.2883485717889287
10,3.0,2.0,-5.51263658872631,0.926589114744999,0.24595452266813106
11,3.0,5.0,-4.31472385601387,1.7779877842939444,0.05665277766058471
12,4.0,1.0,-4.290521572392283,1.4119661812635789,0.13622565595475347
13,4.0,2.0,-4.410014689528443,0.6311270076669863,0.2693111600506235
14,4.0,5.0,-3.1451945694466703,0.8412366976819294,0.23560463127357179
15,5.0,1.0,-5.123245606134553,2.1361960690264876,0.00036722187737409095
16,5.0,2.0,-10.0,2.8108430407386837,0.10039520745290578
17,5.0,5.0,-7.5278751182306145,3.077302359913546,7.907687950786668e-05
18,6.0,1.0,-6.724565352846978,2.620299985345119,0.0009543339989004085
19,6.0,2.0,-5.861628211446837,2.0199373096529594,0.0007699746414528419
20,6.0,4.0,-2.1303101986645565,1.0632052909792673,0.0004520758553467341
21,6.0,5.0,-3.935422908142916,1.5155329999636094,0.0006912903418223315
22,6.0,8.0,-2.990334648143753,1.3731862939531223,0.07748673960696989
23,7.0,1.0,-4.9186617530029215,1.8052627980886466,0.0008390244062455865
24,7.0,2.0,-5.054167220824138,1.6255048715866611,0.00014370775557676074
25,7.0,4.0,-2.480418348923287,1.3117618212221565,0.0006993825282965438
26,7.0,5.0,-5.608519319968501,2.003541552376654,9.618982607434434e-05
27,7.0,8.0,-3.830035927108746,1.7570666425423707,9.296030531230626e-05
28,8.0,1.0,-1.6555354156403526,1.597834800080396,0.00028238175662115284
29,8.0,2.0,-2.13644544693789,1.5434086096800586,9.840726278331768e-05
30,8.0,5.0,-1.0370502730853697,1.1642426107091197,0.00021517369043119738
31,8.0,8.0,-0.9905925022677007,1.5179322767908945,0.0007865292184949246
32,9.0,1.0,-2.3010379900907068,1.4098221655118224,0.0004556446217434673
33,9.0,2.0,-3.1451201802230644,0.7968948613019603,0.21403501441444153
34,9.0,5.0,-1.7239579501018136,1.4970039613941064,0.005392146588921148
35,9.0,8.0,-1.5286910780469738,1.2450375262903826,0.0007428040214886855
36,10.0,1.0,-3.2922935467675742,1.05535253655053,0.11819271650884122
37,10.0,2.0,-6.577381438647709,1.377355083947571,0.15351376387624033
38,10.0,5.0,-2.3561284728433365,0.8510121363138419,0.16905805102600713
39,10.0,8.0,-1.4302424421314104,1.1428590438085402,0.0242471900614544
40,11.0,1.0,-4.206721264534013,0.9554192464682946,0.16872484681625544
41,11.0,2.0,-2.8556366307347094,0.6080311967046856,0.23666570240883555
42,11.0,5.0,-2.988917462186516,0.6760522387375054,0.23888468580819217
43,11.0,8.0,-2.0302855838396088,1.1504553546930907,0.012480228291206291
44,12.0,1.0,-3.079083701749358,0.7066854174989523,0.20664597962783415
45,12.0,2.0,-3.5478541279061258,0.833534502136215,0.16342339653970928
46,12.0,5.0,-3.649582689911131,0.953091189646563,0.16608789335110796
47,12.0,8.0,-3.688038755526048,1.5305859331947727,0.0005555696919809783
48,13.0,1.0,-3.229712030348014,0.680102688332208,0.18562938167785392
49,13.0,2.0,-6.5317566231774205,2.2221678374654865,0.001292985848095396
50,13.0,4.0,-1.8540101715385242,0.8521548010904809,0.15255423241740373
51,13.0,5.0,-10.0,2.4412977775140763,0.10516189303755917
52,13.0,8.0,-7.388638476381098,2.6060484283252907,0.0016139016084812385
53,14.0,1.0,-4.801467708546775,1.4637397758010189,0.06479890194929142
54,14.0,2.0,-3.548629745669814,1.3335660736842805,0.00016945768943144035
55,14.0,4.0,-3.0227786068989544,1.0779333044166475,0.0679511065794006
56,14.0,5.0,-3.2504678243381604,0.607462573253323,0.22506427355928038
57,14.0,8.0,-4.967740833899045,1.979280435791986,0.0007801429986644959
58,15.0,1.0,-4.999655957288626,0.8558837405864684,0.17825594400393177
59,15.0,2.0,-5.759391988969492,1.330865124779921,0.10199639958277816
60,15.0,4.0,-2.5031001387094864,0.6763734679291022,0.20428723501949853
61,15.0,5.0,-4.190701174734322,0.5528516233454924,0.24112932787603447
62,15.0,8.0,-4.451965316543195,1.820203575744375,0.0008021990272480684
